pzv|passgr|Zon|view|probability|score
0d10b14405f0443be67a75554da778a0_z4_v32_|0d10b14405f0443be67a75554da778a0|Zone5|32|1.00|0.00
135089e54a97b70ab3dce4f3dd4684da_z3_v0_|135089e54a97b70ab3dce4f3dd4684da|Zone4|0|0.00|9.00
135089e54a97b70ab3dce4f3dd4684da_z3_v32_|135089e54a97b70ab3dce4f3dd4684da|Zone4|32|0.00|9.00
135089e54a97b70ab3dce4f3dd4684da_z4_v32_|135089e54a97b70ab3dce4f3dd4684da|Zone5|32|0.00|0.00
13c13b32a6f3818169394c16eae3ea52_z3_v0_|13c13b32a6f3818169394c16eae3ea52|Zone4|0|0.00|9.00
13c13b32a6f3818169394c16eae3ea52_z3_v32_|13c13b32a6f3818169394c16eae3ea52|Zone4|32|0.00|0.00
13c13b32a6f3818169394c16eae3ea52_z4_v32_|13c13b32a6f3818169394c16eae3ea52|Zone5|32|0.00|0.00
15a48116e4f978dd8c99ad1a6583a1b3_z4_v32_|15a48116e4f978dd8c99ad1a6583a1b3|Zone5|32|1.00|0.00
15acb4dd4a23253939644369c8f3f92a_z4_v32_|15acb4dd4a23253939644369c8f3f92a|Zone5|32|0.00|0.00
1680190be2fb589027ff8faadba65a9d_z4_v32_|1680190be2fb589027ff8faadba65a9d|Zone5|32|0.00|0.00
1dad997f28f8426b5358fadc53134670_z4_v32_|1dad997f28f8426b5358fadc53134670|Zone5|32|1.00|0.00
24f0736f76b68186f1eb712c69fc235f_z3_v0_|24f0736f76b68186f1eb712c69fc235f|Zone4|0|0.00|9.00
24f0736f76b68186f1eb712c69fc235f_z4_v32_|24f0736f76b68186f1eb712c69fc235f|Zone5|32|0.00|0.00
3a8696b99b2d1b28be62389d48d697be_z3_v0_|3a8696b99b2d1b28be62389d48d697be|Zone4|0|0.00|9.00
3a8696b99b2d1b28be62389d48d697be_z3_v32_|3a8696b99b2d1b28be62389d48d697be|Zone4|32|0.00|9.00
3a8696b99b2d1b28be62389d48d697be_z4_v32_|3a8696b99b2d1b28be62389d48d697be|Zone5|32|1.00|0.00
3b498cfa050ec05a7ca5629b3c2b9a0a_z4_v32_|3b498cfa050ec05a7ca5629b3c2b9a0a|Zone5|32|0.00|0.00
3c0668db35915783be0af87b9fa53317_z3_v0_|3c0668db35915783be0af87b9fa53317|Zone4|0|0.00|9.00
3c0668db35915783be0af87b9fa53317_z3_v32_|3c0668db35915783be0af87b9fa53317|Zone4|32|0.00|9.00
3c0668db35915783be0af87b9fa53317_z4_v32_|3c0668db35915783be0af87b9fa53317|Zone5|32|0.00|0.00
1960477b8082bfc2c5347c7aa7017369_z1_v0_|1960477b8082bfc2c5347c7aa7017369|Zone2|0|0.00|9.00
3c29df87d4c6d7d5681ef1e43a5b54aa_z1_v0_|3c29df87d4c6d7d5681ef1e43a5b54aa|Zone2|0|0.00|9.00
45073233709552ca8bc433e39b469b69_z1_v32_|45073233709552ca8bc433e39b469b69|Zone2|32|0.00|9.00
05709d5e54f8fdc77fe233cf7df78b81_z1_v32_|05709d5e54f8fdc77fe233cf7df78b81|Zone2|32|0.00|9.00
135089e54a97b70ab3dce4f3dd4684da_z1_v0_|135089e54a97b70ab3dce4f3dd4684da|Zone2|0|0.00|9.00
135089e54a97b70ab3dce4f3dd4684da_z1_v32_|135089e54a97b70ab3dce4f3dd4684da|Zone2|32|0.00|0.00
13c13b32a6f3818169394c16eae3ea52_z1_v0_|13c13b32a6f3818169394c16eae3ea52|Zone2|0|0.00|0.00
13c13b32a6f3818169394c16eae3ea52_z1_v32_|13c13b32a6f3818169394c16eae3ea52|Zone2|32|0.00|0.00
15acb4dd4a23253939644369c8f3f92a_z1_v0_|15acb4dd4a23253939644369c8f3f92a|Zone2|0|0.00|9.00
15acb4dd4a23253939644369c8f3f92a_z1_v32_|15acb4dd4a23253939644369c8f3f92a|Zone2|32|0.00|0.00
3a8696b99b2d1b28be62389d48d697be_z1_v0_|3a8696b99b2d1b28be62389d48d697be|Zone2|0|0.00|0.00
3a8696b99b2d1b28be62389d48d697be_z1_v32_|3a8696b99b2d1b28be62389d48d697be|Zone2|32|0.00|0.00
3c0668db35915783be0af87b9fa53317_z1_v0_|3c0668db35915783be0af87b9fa53317|Zone2|0|0.00|9.00
3c0668db35915783be0af87b9fa53317_z1_v32_|3c0668db35915783be0af87b9fa53317|Zone2|32|0.00|9.00
052117021fc1396db6bae78ffe923ee4_z3_v0_|052117021fc1396db6bae78ffe923ee4|Zone4|0|0.00|9.00
052117021fc1396db6bae78ffe923ee4_z3_v32_|052117021fc1396db6bae78ffe923ee4|Zone4|32|0.00|9.00
052117021fc1396db6bae78ffe923ee4_z4_v32_|052117021fc1396db6bae78ffe923ee4|Zone5|32|1.00|0.00
0c305970b637b3cbcbb8cef4ef935df8_z3_v0_|0c305970b637b3cbcbb8cef4ef935df8|Zone4|0|0.00|0.00
0c305970b637b3cbcbb8cef4ef935df8_z4_v32_|0c305970b637b3cbcbb8cef4ef935df8|Zone5|32|0.00|0.00
0c933b8ef1d435d48f55abde75e4757b_z4_v32_|0c933b8ef1d435d48f55abde75e4757b|Zone5|32|0.00|0.00
1706604b5f800a4d92e5f8df7280552c_z4_v32_|1706604b5f800a4d92e5f8df7280552c|Zone5|32|0.00|0.00
19880a67d084ab5a0c3598051cef28e5_z3_v32_|19880a67d084ab5a0c3598051cef28e5|Zone4|32|0.00|9.00
19880a67d084ab5a0c3598051cef28e5_z4_v32_|19880a67d084ab5a0c3598051cef28e5|Zone5|32|0.00|0.00
1a16e86053cf2c5ef6be13c77d167b21_z3_v0_|1a16e86053cf2c5ef6be13c77d167b21|Zone4|0|0.00|0.00
1a16e86053cf2c5ef6be13c77d167b21_z3_v32_|1a16e86053cf2c5ef6be13c77d167b21|Zone4|32|0.00|9.00
1a16e86053cf2c5ef6be13c77d167b21_z4_v32_|1a16e86053cf2c5ef6be13c77d167b21|Zone5|32|0.00|0.00
1ab5bb6f62bc7c458ae6d3e3117bb129_z4_v32_|1ab5bb6f62bc7c458ae6d3e3117bb129|Zone5|32|0.00|0.00
27f414ee2e4101d5b5843ad208dcff47_z3_v0_|27f414ee2e4101d5b5843ad208dcff47|Zone4|0|0.00|9.00
27f414ee2e4101d5b5843ad208dcff47_z3_v32_|27f414ee2e4101d5b5843ad208dcff47|Zone4|32|0.00|9.00
27f414ee2e4101d5b5843ad208dcff47_z4_v32_|27f414ee2e4101d5b5843ad208dcff47|Zone5|32|0.00|0.00
2c88b957986303deea705b852729b52b_z4_v32_|2c88b957986303deea705b852729b52b|Zone5|32|0.00|0.00
2e26af58cf0574ff31a48283eef53d57_z4_v32_|2e26af58cf0574ff31a48283eef53d57|Zone5|32|0.00|0.00
3032b23f72b8570d018bccfcbec76679_z4_v32_|3032b23f72b8570d018bccfcbec76679|Zone5|32|0.00|0.00
31a1fd52eb0d58494a8f2f472a4e9926_z3_v0_|31a1fd52eb0d58494a8f2f472a4e9926|Zone4|0|0.00|9.00
31a1fd52eb0d58494a8f2f472a4e9926_z3_v32_|31a1fd52eb0d58494a8f2f472a4e9926|Zone4|32|0.00|9.00
31a1fd52eb0d58494a8f2f472a4e9926_z4_v32_|31a1fd52eb0d58494a8f2f472a4e9926|Zone5|32|0.00|0.00
351d59413f45ced1581ebb330016d8c8_z3_v0_|351d59413f45ced1581ebb330016d8c8|Zone4|0|0.00|9.00
351d59413f45ced1581ebb330016d8c8_z3_v32_|351d59413f45ced1581ebb330016d8c8|Zone4|32|0.00|9.00
351d59413f45ced1581ebb330016d8c8_z4_v32_|351d59413f45ced1581ebb330016d8c8|Zone5|32|0.00|0.00
3823ab4a23bb384f691bcd0e3e726c11_z4_v32_|3823ab4a23bb384f691bcd0e3e726c11|Zone5|32|0.00|0.00
3fcbc91d7128c0283b1dbf169ad56063_z3_v0_|3fcbc91d7128c0283b1dbf169ad56063|Zone4|0|0.00|0.00
3fcbc91d7128c0283b1dbf169ad56063_z3_v32_|3fcbc91d7128c0283b1dbf169ad56063|Zone4|32|0.00|0.00
3fcbc91d7128c0283b1dbf169ad56063_z4_v32_|3fcbc91d7128c0283b1dbf169ad56063|Zone5|32|0.00|0.00
41210ff13f71ce2f3b3fd420c38a776e_z4_v32_|41210ff13f71ce2f3b3fd420c38a776e|Zone5|32|0.00|0.00
42473c65314a43423a6a5f18cee683cd_z4_v32_|42473c65314a43423a6a5f18cee683cd|Zone5|32|0.00|0.00
470973ce5b21e1b7201b7ed56989aef2_z4_v32_|470973ce5b21e1b7201b7ed56989aef2|Zone5|32|0.00|0.00
29ea6e017d4f430832499a6ee9196bb0_z3_v0_|29ea6e017d4f430832499a6ee9196bb0|Zone4|0|0.00|9.00
2adbc01f4fb001d190cb220079444d74_z1_v32_|2adbc01f4fb001d190cb220079444d74|Zone2|32|0.00|9.00
2adbc01f4fb001d190cb220079444d74_z3_v32_|2adbc01f4fb001d190cb220079444d74|Zone4|32|1.00|9.00
097dd567939b9ec200cbc29749fec135_z1_v32_|097dd567939b9ec200cbc29749fec135|Zone2|32|0.00|9.00
052117021fc1396db6bae78ffe923ee4_z1_v0_|052117021fc1396db6bae78ffe923ee4|Zone2|0|0.00|9.00
052117021fc1396db6bae78ffe923ee4_z1_v32_|052117021fc1396db6bae78ffe923ee4|Zone2|32|0.00|9.00
19880a67d084ab5a0c3598051cef28e5_z1_v32_|19880a67d084ab5a0c3598051cef28e5|Zone2|32|1.00|0.00
1a16e86053cf2c5ef6be13c77d167b21_z1_v0_|1a16e86053cf2c5ef6be13c77d167b21|Zone2|0|0.00|0.00
1a16e86053cf2c5ef6be13c77d167b21_z1_v32_|1a16e86053cf2c5ef6be13c77d167b21|Zone2|32|0.00|0.00
27f414ee2e4101d5b5843ad208dcff47_z1_v0_|27f414ee2e4101d5b5843ad208dcff47|Zone2|0|0.00|9.00
27f414ee2e4101d5b5843ad208dcff47_z1_v32_|27f414ee2e4101d5b5843ad208dcff47|Zone2|32|0.00|9.00
2e26af58cf0574ff31a48283eef53d57_z1_v0_|2e26af58cf0574ff31a48283eef53d57|Zone2|0|0.00|9.00
2e26af58cf0574ff31a48283eef53d57_z1_v32_|2e26af58cf0574ff31a48283eef53d57|Zone2|32|0.00|9.00
31a1fd52eb0d58494a8f2f472a4e9926_z1_v0_|31a1fd52eb0d58494a8f2f472a4e9926|Zone2|0|0.00|9.00
351d59413f45ced1581ebb330016d8c8_z1_v0_|351d59413f45ced1581ebb330016d8c8|Zone2|0|1.00|9.00
351d59413f45ced1581ebb330016d8c8_z1_v32_|351d59413f45ced1581ebb330016d8c8|Zone2|32|1.00|9.00
3fcbc91d7128c0283b1dbf169ad56063_z1_v0_|3fcbc91d7128c0283b1dbf169ad56063|Zone2|0|0.00|9.00
3fcbc91d7128c0283b1dbf169ad56063_z1_v32_|3fcbc91d7128c0283b1dbf169ad56063|Zone2|32|0.00|9.00
42473c65314a43423a6a5f18cee683cd_z1_v32_|42473c65314a43423a6a5f18cee683cd|Zone2|32|0.00|9.00
0a27d19c6ec397661b09f7d5998e0b14_z3_v0_|0a27d19c6ec397661b09f7d5998e0b14|Zone4|0|0.00|9.00
0a27d19c6ec397661b09f7d5998e0b14_z4_v32_|0a27d19c6ec397661b09f7d5998e0b14|Zone5|32|0.00|0.00
1d6dd266503bccaae7b8ab100f6fac97_z3_v0_|1d6dd266503bccaae7b8ab100f6fac97|Zone4|0|0.00|0.00
1d6dd266503bccaae7b8ab100f6fac97_z4_v32_|1d6dd266503bccaae7b8ab100f6fac97|Zone5|32|0.00|0.00
23f25d09a5d8bf0d21df31ee78bd848a_z3_v0_|23f25d09a5d8bf0d21df31ee78bd848a|Zone4|0|0.00|9.00
23f25d09a5d8bf0d21df31ee78bd848a_z3_v32_|23f25d09a5d8bf0d21df31ee78bd848a|Zone4|32|0.00|0.00
23f25d09a5d8bf0d21df31ee78bd848a_z4_v32_|23f25d09a5d8bf0d21df31ee78bd848a|Zone5|32|0.00|0.00
24094a279155bfa04eb2a939eb4fcedd_z3_v0_|24094a279155bfa04eb2a939eb4fcedd|Zone4|0|0.00|0.00
24094a279155bfa04eb2a939eb4fcedd_z3_v32_|24094a279155bfa04eb2a939eb4fcedd|Zone4|32|0.00|0.00
24094a279155bfa04eb2a939eb4fcedd_z4_v32_|24094a279155bfa04eb2a939eb4fcedd|Zone5|32|0.00|0.00
269ba1d33605f7b40b47e76a2f94518e_z3_v0_|269ba1d33605f7b40b47e76a2f94518e|Zone4|0|0.00|9.00
269ba1d33605f7b40b47e76a2f94518e_z3_v32_|269ba1d33605f7b40b47e76a2f94518e|Zone4|32|0.00|0.00
269ba1d33605f7b40b47e76a2f94518e_z4_v32_|269ba1d33605f7b40b47e76a2f94518e|Zone5|32|0.00|0.00
28963ab78126f965b9b3867386698bc1_z4_v32_|28963ab78126f965b9b3867386698bc1|Zone5|32|0.00|0.00
2b19f9c03a3a690ace57d7ef2d1de91c_z4_v32_|2b19f9c03a3a690ace57d7ef2d1de91c|Zone5|32|0.00|0.00
2e10c4116a1ac35a6d800eccbf81a719_z3_v0_|2e10c4116a1ac35a6d800eccbf81a719|Zone4|0|0.00|9.00
2e10c4116a1ac35a6d800eccbf81a719_z3_v32_|2e10c4116a1ac35a6d800eccbf81a719|Zone4|32|0.00|9.00
2e10c4116a1ac35a6d800eccbf81a719_z4_v32_|2e10c4116a1ac35a6d800eccbf81a719|Zone5|32|0.00|0.00
412d88bd9a4612b71759fa802a27f19e_z4_v32_|412d88bd9a4612b71759fa802a27f19e|Zone5|32|0.00|0.00
182b45858c9216006a1056d004c55215_z1_v32_|182b45858c9216006a1056d004c55215|Zone2|32|0.00|9.00
29ea6e017d4f430832499a6ee9196bb0_z3_v32_|29ea6e017d4f430832499a6ee9196bb0|Zone4|32|0.00|9.00
0cc6fc725d4b8818415ddc06823fce98_z1_v32_|0cc6fc725d4b8818415ddc06823fce98|Zone2|32|0.00|0.00
3c29df87d4c6d7d5681ef1e43a5b54aa_z3_v32_|3c29df87d4c6d7d5681ef1e43a5b54aa|Zone4|32|0.00|0.00
097dd567939b9ec200cbc29749fec135_z3_v32_|097dd567939b9ec200cbc29749fec135|Zone4|32|0.00|9.00
1680190be2fb589027ff8faadba65a9d_z3_v32_|1680190be2fb589027ff8faadba65a9d|Zone4|32|0.00|9.00
0a27d19c6ec397661b09f7d5998e0b14_z1_v0_|0a27d19c6ec397661b09f7d5998e0b14|Zone2|0|0.00|9.00
1d6dd266503bccaae7b8ab100f6fac97_z1_v0_|1d6dd266503bccaae7b8ab100f6fac97|Zone2|0|0.00|9.00
1d6dd266503bccaae7b8ab100f6fac97_z1_v32_|1d6dd266503bccaae7b8ab100f6fac97|Zone2|32|0.00|0.00
23f25d09a5d8bf0d21df31ee78bd848a_z1_v0_|23f25d09a5d8bf0d21df31ee78bd848a|Zone2|0|0.00|0.00
23f25d09a5d8bf0d21df31ee78bd848a_z1_v32_|23f25d09a5d8bf0d21df31ee78bd848a|Zone2|32|0.00|0.00
24094a279155bfa04eb2a939eb4fcedd_z1_v0_|24094a279155bfa04eb2a939eb4fcedd|Zone2|0|0.00|9.00
24094a279155bfa04eb2a939eb4fcedd_z1_v32_|24094a279155bfa04eb2a939eb4fcedd|Zone2|32|0.00|9.00
269ba1d33605f7b40b47e76a2f94518e_z1_v32_|269ba1d33605f7b40b47e76a2f94518e|Zone2|32|0.00|0.00
2e10c4116a1ac35a6d800eccbf81a719_z1_v0_|2e10c4116a1ac35a6d800eccbf81a719|Zone2|0|0.00|9.00
2e10c4116a1ac35a6d800eccbf81a719_z1_v32_|2e10c4116a1ac35a6d800eccbf81a719|Zone2|32|0.00|9.00
453a48a20387cc1a0e19b6147a48ff69_z1_v0_|453a48a20387cc1a0e19b6147a48ff69|Zone2|0|0.00|9.00
00360f79fd6e02781457eda48f85da90_z3_v32_|00360f79fd6e02781457eda48f85da90|Zone4|32|0.00|9.00
00360f79fd6e02781457eda48f85da90_z4_v32_|00360f79fd6e02781457eda48f85da90|Zone5|32|0.00|0.00
077c5701d8ee08e469ada0ef3b105cba_z3_v0_|077c5701d8ee08e469ada0ef3b105cba|Zone4|0|0.00|9.00
077c5701d8ee08e469ada0ef3b105cba_z3_v32_|077c5701d8ee08e469ada0ef3b105cba|Zone4|32|0.00|9.00
077c5701d8ee08e469ada0ef3b105cba_z4_v32_|077c5701d8ee08e469ada0ef3b105cba|Zone5|32|0.00|0.00
0e8287b2ff5645be6108e313cb1742ca_z4_v32_|0e8287b2ff5645be6108e313cb1742ca|Zone5|32|0.00|0.00
11a15dba3b885f01afe77baa3c8af99f_z3_v32_|11a15dba3b885f01afe77baa3c8af99f|Zone4|32|0.00|9.00
11a15dba3b885f01afe77baa3c8af99f_z4_v32_|11a15dba3b885f01afe77baa3c8af99f|Zone5|32|1.00|0.00
11f9ae01877f6c0becf49c709eddb8cb_z3_v0_|11f9ae01877f6c0becf49c709eddb8cb|Zone4|0|0.00|9.00
11f9ae01877f6c0becf49c709eddb8cb_z3_v32_|11f9ae01877f6c0becf49c709eddb8cb|Zone4|32|0.00|9.00
11f9ae01877f6c0becf49c709eddb8cb_z4_v32_|11f9ae01877f6c0becf49c709eddb8cb|Zone5|32|0.00|0.00
130e2a40398af1cd77de5935b913f577_z4_v32_|130e2a40398af1cd77de5935b913f577|Zone5|32|0.00|0.00
172acab0b917b44f946c94051feab878_z3_v0_|172acab0b917b44f946c94051feab878|Zone4|0|0.00|9.00
172acab0b917b44f946c94051feab878_z3_v32_|172acab0b917b44f946c94051feab878|Zone4|32|0.00|9.00
172acab0b917b44f946c94051feab878_z4_v32_|172acab0b917b44f946c94051feab878|Zone5|32|0.00|0.00
20aba63aaace0e18cbbe6360592ac450_z4_v32_|20aba63aaace0e18cbbe6360592ac450|Zone5|32|0.00|0.00
245c4b250587a89bd1bba854cc20a558_z4_v32_|245c4b250587a89bd1bba854cc20a558|Zone5|32|0.00|0.00
288e7f2df786c177ef34c92770cb7940_z3_v0_|288e7f2df786c177ef34c92770cb7940|Zone4|0|0.00|9.00
288e7f2df786c177ef34c92770cb7940_z3_v32_|288e7f2df786c177ef34c92770cb7940|Zone4|32|0.00|9.00
288e7f2df786c177ef34c92770cb7940_z4_v32_|288e7f2df786c177ef34c92770cb7940|Zone5|32|0.00|0.00
2900769185415b5667cb0fc2a28e0e86_z3_v0_|2900769185415b5667cb0fc2a28e0e86|Zone4|0|0.00|9.00
2900769185415b5667cb0fc2a28e0e86_z3_v32_|2900769185415b5667cb0fc2a28e0e86|Zone4|32|0.00|9.00
2900769185415b5667cb0fc2a28e0e86_z4_v32_|2900769185415b5667cb0fc2a28e0e86|Zone5|32|0.00|0.00
3779c7a783d4f0a1787bb161d65213cf_z3_v0_|3779c7a783d4f0a1787bb161d65213cf|Zone4|0|0.00|9.00
3779c7a783d4f0a1787bb161d65213cf_z3_v32_|3779c7a783d4f0a1787bb161d65213cf|Zone4|32|0.00|9.00
3779c7a783d4f0a1787bb161d65213cf_z4_v32_|3779c7a783d4f0a1787bb161d65213cf|Zone5|32|0.00|0.00
3a21267c34766a8903a5448445db60d0_z4_v32_|3a21267c34766a8903a5448445db60d0|Zone5|32|0.00|0.00
40e78e8e771197c0d5cf0ec9f005681d_z4_v32_|40e78e8e771197c0d5cf0ec9f005681d|Zone5|32|0.00|0.00
458911b2744acfb7fd1d201cc324e624_z4_v32_|458911b2744acfb7fd1d201cc324e624|Zone5|32|0.00|0.00
15acb4dd4a23253939644369c8f3f92a_z3_v0_|15acb4dd4a23253939644369c8f3f92a|Zone4|0|0.00|0.00
0c305970b637b3cbcbb8cef4ef935df8_z1_v0_|0c305970b637b3cbcbb8cef4ef935df8|Zone2|0|1.00|9.00
41210ff13f71ce2f3b3fd420c38a776e_z1_v32_|41210ff13f71ce2f3b3fd420c38a776e|Zone2|32|0.00|9.00
0a27d19c6ec397661b09f7d5998e0b14_z1_v32_|0a27d19c6ec397661b09f7d5998e0b14|Zone2|32|0.00|9.00
1d6dd266503bccaae7b8ab100f6fac97_z3_v32_|1d6dd266503bccaae7b8ab100f6fac97|Zone4|32|0.00|0.00
269ba1d33605f7b40b47e76a2f94518e_z1_v0_|269ba1d33605f7b40b47e76a2f94518e|Zone2|0|0.00|0.00
00360f79fd6e02781457eda48f85da90_z1_v32_|00360f79fd6e02781457eda48f85da90|Zone2|32|0.00|9.00
077c5701d8ee08e469ada0ef3b105cba_z1_v0_|077c5701d8ee08e469ada0ef3b105cba|Zone2|0|0.00|9.00
077c5701d8ee08e469ada0ef3b105cba_z1_v32_|077c5701d8ee08e469ada0ef3b105cba|Zone2|32|0.00|9.00
11f9ae01877f6c0becf49c709eddb8cb_z1_v0_|11f9ae01877f6c0becf49c709eddb8cb|Zone2|0|0.00|9.00
11f9ae01877f6c0becf49c709eddb8cb_z1_v32_|11f9ae01877f6c0becf49c709eddb8cb|Zone2|32|0.00|9.00
172acab0b917b44f946c94051feab878_z1_v0_|172acab0b917b44f946c94051feab878|Zone2|0|1.00|9.00
172acab0b917b44f946c94051feab878_z1_v32_|172acab0b917b44f946c94051feab878|Zone2|32|1.00|0.00
288e7f2df786c177ef34c92770cb7940_z1_v0_|288e7f2df786c177ef34c92770cb7940|Zone2|0|0.00|9.00
288e7f2df786c177ef34c92770cb7940_z1_v32_|288e7f2df786c177ef34c92770cb7940|Zone2|32|0.00|9.00
2900769185415b5667cb0fc2a28e0e86_z1_v0_|2900769185415b5667cb0fc2a28e0e86|Zone2|0|0.00|9.00
2900769185415b5667cb0fc2a28e0e86_z1_v32_|2900769185415b5667cb0fc2a28e0e86|Zone2|32|0.00|9.00
3779c7a783d4f0a1787bb161d65213cf_z1_v32_|3779c7a783d4f0a1787bb161d65213cf|Zone2|32|0.00|9.00
0397026df63bbc8fd88f9860c6e35b4a_z3_v0_|0397026df63bbc8fd88f9860c6e35b4a|Zone4|0|0.00|9.00
0397026df63bbc8fd88f9860c6e35b4a_z3_v32_|0397026df63bbc8fd88f9860c6e35b4a|Zone4|32|0.00|9.00
0397026df63bbc8fd88f9860c6e35b4a_z4_v32_|0397026df63bbc8fd88f9860c6e35b4a|Zone5|32|0.00|0.00
06ff02c1f431d0c21b945b4ea459cc88_z4_v32_|06ff02c1f431d0c21b945b4ea459cc88|Zone5|32|0.00|0.00
15f3ca9983fea662b727676941b8d378_z3_v0_|15f3ca9983fea662b727676941b8d378|Zone4|0|0.00|9.00
15f3ca9983fea662b727676941b8d378_z3_v32_|15f3ca9983fea662b727676941b8d378|Zone4|32|0.00|9.00
15f3ca9983fea662b727676941b8d378_z4_v32_|15f3ca9983fea662b727676941b8d378|Zone5|32|0.00|0.00
17973afbaed14ed4a6c7b5d50f74d556_z4_v32_|17973afbaed14ed4a6c7b5d50f74d556|Zone5|32|0.00|0.00
1eedc349bd89c6eb14f1ff73f5821e27_z4_v32_|1eedc349bd89c6eb14f1ff73f5821e27|Zone5|32|0.00|0.00
26b9303a58996e740e54f67f3ec91fdd_z4_v32_|26b9303a58996e740e54f67f3ec91fdd|Zone5|32|0.00|0.00
2d90d211af56b5ebf7e5b435cb1c24ec_z4_v32_|2d90d211af56b5ebf7e5b435cb1c24ec|Zone5|32|0.00|0.00
328d8260a2f00208b94d5b7ced4ebc1d_z4_v32_|328d8260a2f00208b94d5b7ced4ebc1d|Zone5|32|0.00|0.00
3dad30a81624c6e2fb064560acddf49d_z4_v32_|3dad30a81624c6e2fb064560acddf49d|Zone5|32|0.00|0.00
3e74faa099d15364bfaf4e8b4f537178_z3_v0_|3e74faa099d15364bfaf4e8b4f537178|Zone4|0|0.00|9.00
3e74faa099d15364bfaf4e8b4f537178_z3_v32_|3e74faa099d15364bfaf4e8b4f537178|Zone4|32|0.00|9.00
3e74faa099d15364bfaf4e8b4f537178_z4_v32_|3e74faa099d15364bfaf4e8b4f537178|Zone5|32|0.00|0.00
3eda71e0fd6f0c18c1fa43371c4212e4_z4_v32_|3eda71e0fd6f0c18c1fa43371c4212e4|Zone5|32|0.00|0.00
40e23061cdbfebd302a34f8ced45636e_z3_v0_|40e23061cdbfebd302a34f8ced45636e|Zone4|0|0.00|9.00
40e23061cdbfebd302a34f8ced45636e_z4_v32_|40e23061cdbfebd302a34f8ced45636e|Zone5|32|0.00|0.00
1a9fab80d9712972c7381efd891b4688_z3_v0_|1a9fab80d9712972c7381efd891b4688|Zone4|0|0.00|9.00
1a9fab80d9712972c7381efd891b4688_z3_v32_|1a9fab80d9712972c7381efd891b4688|Zone4|32|0.00|0.00
05709d5e54f8fdc77fe233cf7df78b81_z3_v32_|05709d5e54f8fdc77fe233cf7df78b81|Zone4|32|0.00|9.00
097dd567939b9ec200cbc29749fec135_z3_v0_|097dd567939b9ec200cbc29749fec135|Zone4|0|0.00|9.00
15acb4dd4a23253939644369c8f3f92a_z3_v32_|15acb4dd4a23253939644369c8f3f92a|Zone4|32|0.00|9.00
1680190be2fb589027ff8faadba65a9d_z3_v0_|1680190be2fb589027ff8faadba65a9d|Zone4|0|0.00|0.00
1706604b5f800a4d92e5f8df7280552c_z3_v0_|1706604b5f800a4d92e5f8df7280552c|Zone4|0|0.00|9.00
130e2a40398af1cd77de5935b913f577_z1_v32_|130e2a40398af1cd77de5935b913f577|Zone2|32|1.00|9.00
3a21267c34766a8903a5448445db60d0_z3_v32_|3a21267c34766a8903a5448445db60d0|Zone4|32|0.00|9.00
182b45858c9216006a1056d004c55215_z3_v0_|182b45858c9216006a1056d004c55215|Zone4|0|0.00|9.00
0397026df63bbc8fd88f9860c6e35b4a_z1_v0_|0397026df63bbc8fd88f9860c6e35b4a|Zone2|0|0.00|9.00
0397026df63bbc8fd88f9860c6e35b4a_z1_v32_|0397026df63bbc8fd88f9860c6e35b4a|Zone2|32|0.00|9.00
15f3ca9983fea662b727676941b8d378_z1_v0_|15f3ca9983fea662b727676941b8d378|Zone2|0|0.00|9.00
15f3ca9983fea662b727676941b8d378_z1_v32_|15f3ca9983fea662b727676941b8d378|Zone2|32|0.00|9.00
3dad30a81624c6e2fb064560acddf49d_z1_v0_|3dad30a81624c6e2fb064560acddf49d|Zone2|0|0.00|9.00
3e74faa099d15364bfaf4e8b4f537178_z1_v0_|3e74faa099d15364bfaf4e8b4f537178|Zone2|0|0.00|9.00
3e74faa099d15364bfaf4e8b4f537178_z1_v32_|3e74faa099d15364bfaf4e8b4f537178|Zone2|32|0.00|9.00
40e23061cdbfebd302a34f8ced45636e_z1_v0_|40e23061cdbfebd302a34f8ced45636e|Zone2|0|0.00|9.00
0cc6fc725d4b8818415ddc06823fce98_z1_v0_|0cc6fc725d4b8818415ddc06823fce98|Zone2|0|0.00|0.00
0322661ef29f9c81af295cf40f758469_z4_v32_|0322661ef29f9c81af295cf40f758469|Zone5|32|0.00|0.00
0a54f0d947f8fdc614d2a6031ecbb661_z4_v32_|0a54f0d947f8fdc614d2a6031ecbb661|Zone5|32|0.00|0.00
0b2e8050a0c115b873563399e7c86ad6_z3_v0_|0b2e8050a0c115b873563399e7c86ad6|Zone4|0|0.00|0.00
0b2e8050a0c115b873563399e7c86ad6_z3_v32_|0b2e8050a0c115b873563399e7c86ad6|Zone4|32|0.00|9.00
0b2e8050a0c115b873563399e7c86ad6_z4_v32_|0b2e8050a0c115b873563399e7c86ad6|Zone5|32|0.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z4_v32_|0fdad88d401b09d417ffbc490640d9e2|Zone5|32|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z4_v32_|12513e1993b64e812a7178241b15fd3a|Zone5|32|0.00|0.00
1563ad6be3a748453494848191d5e701_z3_v0_|1563ad6be3a748453494848191d5e701|Zone4|0|0.00|9.00
1563ad6be3a748453494848191d5e701_z3_v32_|1563ad6be3a748453494848191d5e701|Zone4|32|0.00|9.00
